algorithm,period,steps,wall_seconds,steps_per_second,total_demand,scheduled_vehicles,completed_vehicles_est,throughput_est,final_active_vehicles,final_queue_proxy,average_travel_time_s,estimated_delay_s,freeflow_mean_s,coordination_decisions,frap_override_count,frap_override_rate,transyt_frap_agreement_rate,coordination_override_ratio,coordination_overload_ratio,coordination_minimum_gain
ugat_frap_transyt,midday,7500,77.072,97.31,54864,54864,54851,0.999763,13,13,777.75,706.348,71.402,15000,460,0.030667,0.128533,1.05,0.95,1.0
