algorithm,period,steps,wall_seconds,steps_per_second,total_demand,scheduled_vehicles,completed_vehicles_est,throughput_est,final_active_vehicles,final_queue_proxy,average_travel_time_s,estimated_delay_s,freeflow_mean_s,coordination_decisions,frap_override_count,frap_override_rate,transyt_frap_agreement_rate,coordination_override_ratio,coordination_overload_ratio,coordination_minimum_gain
ugat_frap_transyt,evening,7500,66.766,112.33,87051,87051,87035,0.999816,16,16,912.174,840.523,71.651,15000,748,0.049867,0.134067,1.05,0.95,1.0
